"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","31P2R1A5","42P1R1A12","44P3R3A6","51P2R2A10","54P2R2A3"
"nthB","","Nitrile hydratase subunit beta","2","2","1","74","2457","3","304","","653","653","653","31P2R1A5_00478","","44P3R3A6_00392","",""
"nhhA","","High-molecular weight cobalt-containing nitrile hydratase subunit alpha","2","2","1","74","2458","3","305","","608","608","608","31P2R1A5_00479","","44P3R3A6_00393","",""
"group_4124","","Amidase","2","2","1","74","2459","3","306","","1514","1514","1514","31P2R1A5_00480","","44P3R3A6_00394","",""
"group_4125","","hypothetical protein","2","2","1","74","2461","3","314","","893","893","893","31P2R1A5_00482","","44P3R3A6_00396","",""
"nphR","","Transcriptional activator NphR","2","2","1","74","2462","3","315","","956","956","956","31P2R1A5_00483","","44P3R3A6_00397","",""
"mexB_1","","Multidrug resistance protein MexB","2","2","1","74","2463","3","316","","3125","3125","3125","31P2R1A5_00484","","44P3R3A6_00398","",""
"macA_1","","Macrolide export protein MacA","2","2","1","74","2464","3","317","","1148","1148","1148","31P2R1A5_00485","","44P3R3A6_00399","",""
"sasA_1","","Adaptive-response sensory-kinase SasA","2","2","1","74","2465","3","318","","1196","1196","1196","31P2R1A5_00486","","44P3R3A6_00400","",""
"phoB_1","","Phosphate regulon transcriptional regulatory protein PhoB","2","2","1","74","2466","3","319","","695","695","695","31P2R1A5_00487","","44P3R3A6_00401","",""
"marR_2","","Multiple antibiotic resistance protein MarR","2","2","1","74","10421","3","18","","455","455","455","31P2R1A5_00500","","44P3R3A6_00405","",""
"emrA_2","","Multidrug export protein EmrA","2","2","1","74","10420","3","19","","1178","1178","1178","31P2R1A5_00501","","44P3R3A6_00406","",""
"farB","","Fatty acid resistance protein FarB","2","2","1","74","10419","3","20","","1538","1538","1538","31P2R1A5_00502","","44P3R3A6_00407","",""
"gsiA_1","","Glutathione import ATP-binding protein GsiA","2","2","1","74","10418","3","21","","1673","1673","1673","31P2R1A5_00503","","44P3R3A6_00408","",""
"group_4143","gsiD_1","Glutathione transport system permease protein GsiD","2","2","1","74","10417","3","22","","863","863","863","31P2R1A5_00504","","44P3R3A6_00409","",""
"gsiC_1","","Glutathione transport system permease protein GsiC","2","2","1","74","10416","3","23","","962","962","962","31P2R1A5_00505","","44P3R3A6_00410","",""
"cntA","","Metal-staphylopine-binding protein CntA","2","2","1","74","10415","3","24","","1610","1610","1610","31P2R1A5_00506","","44P3R3A6_00411","",""
"mngA","","PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component","2","2","1","74","9714","7","86","","470","470","470","31P2R1A5_00525","","44P3R3A6_00438","",""
"group_4150","ulaC_1","hypothetical protein","2","2","1","74","3171","7","92","","437","437","437","31P2R1A5_00529","","44P3R3A6_00442","",""
"group_4151","","hypothetical protein","2","2","1","74","9706","7","66","","638","638","638","31P2R1A5_00533","","44P3R3A6_00446","",""
"atzF","","Allophanate hydrolase","2","2","1","74","9705","7","65","","1796","1796","1796","31P2R1A5_00534","","44P3R3A6_00447","",""
"ddl","","D-alanine--D-alanine ligase","2","2","1","74","9704","7","64","","3605","3605","3605","31P2R1A5_00535","","44P3R3A6_00448","",""
"group_4154","","hypothetical protein","2","2","1","74","9674","7","17","","635","635","635","31P2R1A5_00536","","44P3R3A6_00450","",""
"group_4155","","hypothetical protein","2","2","1","74","9675","7","18","","728","728","728","31P2R1A5_00537","","44P3R3A6_00451","",""
"nrtD_1","","Nitrate import ATP-binding protein NrtD","2","2","1","74","9676","7","19","","776","776","776","31P2R1A5_00538","","44P3R3A6_00452","",""
"group_4157","","hypothetical protein","2","2","1","74","9699","7","63","","1058","1058","1058","31P2R1A5_00540","","44P3R3A6_00454","",""
"group_4160","","hypothetical protein","2","2","1","74","3225","7","99","","1607","1607","1607","31P2R1A5_00548","","44P3R3A6_00461","",""
"emrA_3","","Colistin resistance protein EmrA","2","2","1","74","3307","10","60","","1043","1043","1043","31P2R1A5_00567","","44P3R3A6_00480","",""
"emrB_1","","Colistin resistance protein EmrB","2","2","1","74","3308","10","59","","1562","1562","1562","31P2R1A5_00568","","44P3R3A6_00481","",""
"group_4173","","hypothetical protein","2","2","1","74","3312","10","63","","314","314","314","31P2R1A5_00570","","44P3R3A6_00483","",""
"group_4174","gstB_1","Glutathione S-transferase GST-6.0","2","2","1","74","3311","10","4","","614","614","614","31P2R1A5_00571","","44P3R3A6_00484","",""
"argP_2","","HTH-type transcriptional regulator ArgP","2","2","1","74","3310","10","3","","875","875","875","31P2R1A5_00572","","44P3R3A6_00485","",""
"group_4178","","hypothetical protein","2","2","1","74","3215","10","9","","491","491","491","31P2R1A5_00575","","44P3R3A6_00490","",""
"group_4179","","hypothetical protein","2","2","1","74","3216","10","10","","434","434","434","31P2R1A5_00576","","44P3R3A6_00491","",""
"dmlR_7","","HTH-type transcriptional regulator DmlR","2","2","1","74","3217","10","11","","935","935","935","31P2R1A5_00577","","44P3R3A6_00492","",""
"dgcM","","Diguanylate cyclase DgcM","2","2","1","74","3333","10","30","","1139","1139","1139","31P2R1A5_00592","","44P3R3A6_00509","",""
"group_4189","","hypothetical protein","2","2","1","74","3334","10","29","","1040","1040","1040","31P2R1A5_00593","","44P3R3A6_00510","",""
"group_4190","","hypothetical protein","2","2","1","74","3341","10","24","","1106","1106","1106","31P2R1A5_00596","","44P3R3A6_00513","",""
"group_4191","","hypothetical protein","2","2","1","74","3342","10","23","","944","944","944","31P2R1A5_00597","","44P3R3A6_00514","",""
"group_4192","","hypothetical protein","2","2","1","74","3343","10","22","","230","230","230","31P2R1A5_00598","","44P3R3A6_00515","",""
"tenA_2","","Aminopyrimidine aminohydrolase","2","2","1","74","3344","10","16","","695","695","695","31P2R1A5_00599","","44P3R3A6_00516","",""
"yofA_1","","HTH-type transcriptional regulator YofA","2","2","1","74","9658","12","6","","881","881","881","31P2R1A5_00605","","44P3R3A6_00522","",""
"group_4198","","hypothetical protein","2","2","1","74","9653","12","13","","1019","1019","1019","31P2R1A5_00610","","44P3R3A6_00527","",""
"group_4201","rhtB_2","Homoserine/homoserine lactone efflux protein","2","2","1","74","9640","12","5","","632","632","632","31P2R1A5_00618","","44P3R3A6_00535","",""
"zapE_1","","Cell division protein ZapE","2","2","1","74","9638","12","28","","1061","1061","1061","31P2R1A5_00620","","44P3R3A6_00537","",""
"group_4205","","hypothetical protein","2","2","1","74","9631","12","38","","869","869","869","31P2R1A5_00627","","44P3R3A6_00544","",""
"group_4207","","hypothetical protein","2","2","1","74","9616","12","43","","146","146","146","31P2R1A5_00629","","44P3R3A6_00546","",""
"ygiW_1","","Protein YgiW","2","2","1","74","9617","12","44","","404","404","404","31P2R1A5_00630","","44P3R3A6_00547","",""
"group_4209","","hypothetical protein","2","2","1","74","9618","12","45","","503","503","503","31P2R1A5_00631","","44P3R3A6_00548","",""
"group_4210","","hypothetical protein","2","2","1","74","9619","12","46","","446","446","446","31P2R1A5_00632","","44P3R3A6_00549","",""
"group_4211","","hypothetical protein","2","2","1","74","9620","12","47","","95","95","95","31P2R1A5_00633","","44P3R3A6_00550","",""
"group_4213","","hypothetical protein","2","2","1","74","9608","12","49","","215","215","215","31P2R1A5_00638","","44P3R3A6_00554","",""
"group_4215","","hypothetical protein","2","2","1","74","9610","12","55","","245","245","245","31P2R1A5_00640","","44P3R3A6_00556","",""
"dmlR_8","","HTH-type transcriptional regulator DmlR","2","2","1","74","9609","12","54","","893","893","893","31P2R1A5_00641","","44P3R3A6_00557","",""
"yddG","","Aromatic amino acid exporter YddG","2","2","1","74","9581","6","37","","878","878","878","31P2R1A5_00664","","44P3R3A6_00580","",""
"lvr","","Levodione reductase","2","2","1","74","9580","6","38","","773","773","773","31P2R1A5_00665","","44P3R3A6_00581","",""
"catA","","Catechol 1,2-dioxygenase","2","2","1","74","3403","6","44","","926","926","926","31P2R1A5_00669","","44P3R3A6_00585","",""
"group_4226","","hypothetical protein","2","2","1","74","9562","6","34","","536","536","536","31P2R1A5_00674","","44P3R3A6_00590","",""
"group_4232","","hypothetical protein","2","2","1","74","3404","6","62","","1568","1568","1568","31P2R1A5_00682","","44P3R3A6_00597","",""
"group_4235","gntR_2","HTH-type transcriptional regulator GntR","2","2","1","74","9541","6","68","","1004","1004","1004","31P2R1A5_00687","","44P3R3A6_00602","",""
"group_4243","","hypothetical protein","2","2","1","74","9485","6","10","","551","551","551","31P2R1A5_00698","","44P3R3A6_00613","",""
"cmoM_1","","tRNA 5-carboxymethoxyuridine methyltransferase","2","2","1","74","9484","6","9","","695","695","695","31P2R1A5_00699","","44P3R3A6_00614","",""
"dapF_1","","Diaminopimelate epimerase","2","2","1","74","9483","6","8","","866","866","866","31P2R1A5_00700","","44P3R3A6_00615","",""
"pgrR_3","","HTH-type transcriptional regulator PgrR","2","2","1","74","9482","6","7","","887","887","887","31P2R1A5_00701","","44P3R3A6_00616","",""
"group_4252","menH_2","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","2","2","1","74","3454","13","25","","749","749","749","31P2R1A5_00715","","44P3R3A6_00630","",""
"group_4254","","hypothetical protein","2","2","1","74","3456","13","10","","92","92","92","31P2R1A5_00717","","44P3R3A6_00632","",""
"group_4255","","hypothetical protein","2","2","1","74","3455","13","9","","251","251","251","31P2R1A5_00718","","44P3R3A6_00633","",""
"group_4258","","hypothetical protein","2","2","1","74","9448","13","7","","218","218","218","31P2R1A5_00731","","44P3R3A6_00646","",""
"ydcO","","Inner membrane protein YdcO","2","2","1","74","3457","13","5","","1166","1166","1166","31P2R1A5_00734","","44P3R3A6_00649","",""
"tehB","","Tellurite methyltransferase","2","2","1","74","9440","13","4","","596","596","596","31P2R1A5_00738","","44P3R3A6_00653","",""
"rimL","","Ribosomal-protein-serine acetyltransferase","2","2","1","74","9435","13","1","","578","578","578","31P2R1A5_00741","","44P3R3A6_00656","",""
"group_4265","","hypothetical protein","2","2","1","74","9423","90","7","","368","368","368","31P2R1A5_00753","","44P3R3A6_00668","",""
"group_4266","","hypothetical protein","2","2","1","74","9421","90","13","","464","464","464","31P2R1A5_00755","","44P3R3A6_00670","",""
"group_4267","","putative transporter","2","2","1","74","9420","90","14","","1211","1211","1211","31P2R1A5_00756","","44P3R3A6_00671","",""
"group_4268","ydgJ_2","putative oxidoreductase YdgJ","2","2","1","74","9416","90","16","","1040","1040","1040","31P2R1A5_00758","","44P3R3A6_00673","",""
"group_4269","","hypothetical protein","2","2","1","74","9415","90","1","","137","137","137","31P2R1A5_00759","","44P3R3A6_00674","",""
"ydgK","","Inner membrane protein YdgK","2","2","1","74","9411","90","3","","440","440","440","31P2R1A5_00762","","44P3R3A6_00677","",""
"group_4280","","hypothetical protein","2","2","1","74","3723","378","1","","470","470","470","31P2R1A5_00776","","44P3R3A6_01797","",""
"hxpB_2","","Hexitol phosphatase B","2","2","1","74","3898","673","1","","662","662","662","31P2R1A5_00793","","44P3R3A6_01762","",""
"group_4293","","hypothetical protein","2","2","1","74","3974","114","1","","611","611","611","31P2R1A5_00809","","44P3R3A6_01746","",""
"group_4294","phoP_1","Virulence transcriptional regulatory protein PhoP","2","2","1","74","3710","114","9","","701","701","701","31P2R1A5_00810","","44P3R3A6_01745","",""
"algC","","Phosphomannomutase/phosphoglucomutase","2","2","1","74","4018","96","8","","1382","1382","1382","31P2R1A5_00835","","","","54P2R2A3_02481"
"wbdD","","O-antigen chain terminator bifunctional methyltransferase/kinase WbdD","2","2","1","74","3649","96","11","","2126","2126","2126","31P2R1A5_00838","","44P3R3A6_05358","",""
"mshA_4","","D-inositol-3-phosphate glycosyltransferase","2","2","1","74","3650","96","10","","2522","2522","2522","31P2R1A5_00839","","44P3R3A6_05357","",""
"yhaJ_1","","HTH-type transcriptional regulator YhaJ","2","2","1","74","3644","21","30","","890","890","890","31P2R1A5_00851","","44P3R3A6_05345","",""
"group_4320","","hypothetical protein","2","2","1","74","4054","21","37","","515","515","515","31P2R1A5_00853","","44P3R3A6_05417","",""
"nifB","","FeMo cofactor biosynthesis protein NifB","2","2","1","74","4053","21","36","","1406","1406","1406","31P2R1A5_00854","","44P3R3A6_05416","",""
"group_4322","nifA","Nif-specific regulatory protein","2","2","1","74","4052","21","35","","1574","1574","1574","31P2R1A5_00855","","44P3R3A6_05415","",""
"group_4323","nifL","Nitrogen fixation regulatory protein","2","2","1","74","4051","21","34","","1484","1484","1484","31P2R1A5_00856","","44P3R3A6_05414","",""
"nifF","","Flavodoxin 2","2","2","1","74","4050","21","33","","530","530","530","31P2R1A5_00857","","44P3R3A6_05413","",""
"group_4325","","hypothetical protein","2","2","1","74","4074","21","31","","443","443","443","31P2R1A5_00859","","44P3R3A6_05411","",""
"group_4326","","hypothetical protein","2","2","1","74","4075","21","47","","257","257","257","31P2R1A5_00860","","44P3R3A6_05410","",""
"group_4327","frbC","2-phosphonomethylmalate synthase","2","2","1","74","4076","21","48","","1142","1142","1142","31P2R1A5_00861","","44P3R3A6_05409","",""
"group_4328","nifS","Cysteine desulfurase NifS","2","2","1","74","4077","21","49","","1202","1202","1202","31P2R1A5_00862","","44P3R3A6_05408","",""
"group_4329","","hypothetical protein","2","2","1","74","4078","21","50","","839","839","839","31P2R1A5_00863","","44P3R3A6_05407","",""
"group_433","","hypothetical protein","2","2","1","74","3494","40","10","","674","674","674","31P2R1A5_00208","","44P3R3A6_00058","",""
"group_4330","","hypothetical protein","2","2","1","74","4079","21","51","","470","470","470","31P2R1A5_00864","","44P3R3A6_05406","",""
"group_4331","nifK_1","Nitrogenase molybdenum-iron protein beta chain","2","2","1","74","4080","21","52","","1385","1385","1385","31P2R1A5_00865","","44P3R3A6_05405","",""
"nifD_1","","Nitrogenase molybdenum-iron protein alpha chain","2","2","1","74","4081","21","46","","1373","1373","1373","31P2R1A5_00866","","44P3R3A6_05404","",""
"group_4333","","hypothetical protein","2","2","1","74","4082","21","45","","662","662","662","31P2R1A5_00867","","44P3R3A6_05166","",""
"group_4334","","hypothetical protein","2","2","1","74","4083","21","44","","218","218","218","31P2R1A5_00868","","44P3R3A6_05167","",""
"nifK_2","","Nitrogenase molybdenum-iron protein beta chain","2","2","1","74","4084","21","43","","1562","1562","1562","31P2R1A5_00869","","44P3R3A6_05168","",""
"group_4336","","Pyruvate:ferredoxin oxidoreductase","2","2","1","74","4087","21","40","","3515","3515","3515","31P2R1A5_00872","","44P3R3A6_05171","",""
"group_4341","","hypothetical protein","2","2","1","74","4111","1","724","","740","740","740","31P2R1A5_00887","","44P3R3A6_05185","",""
"group_4342","","hypothetical protein","2","2","1","74","3643","1","723","","497","497","497","31P2R1A5_00889","","44P3R3A6_05187","",""
"group_4344","","hypothetical protein","2","2","1","74","3640","1","736","","335","335","335","31P2R1A5_00892","","44P3R3A6_05190","",""
"group_4345","gcvA_1","Glycine cleavage system transcriptional activator","2","2","1","74","3641","1","737","","914","914","914","31P2R1A5_00893","","44P3R3A6_05191","",""
"group_4348","","hypothetical protein","2","2","1","74","4121","1","784","","1100","1100","1100","31P2R1A5_00897","","44P3R3A6_05195","",""
"menH_3","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","2","2","1","74","4377","1","788","","1622","1622","1622","31P2R1A5_00905","","44P3R3A6_04413","",""
"acuR","","Transcriptional regulator AcuR","2","2","1","74","5160","1","796","","707","707","707","31P2R1A5_00908","","44P3R3A6_04410","",""
